supplier,category,collection,code,item_name,finish,price,currency,page,confidence,review_notes
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-TT-AB,"YE-1201 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Antique Brass,3960,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-TT-SS,"YE-1201 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,3960,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-TT-BM,"YE-1201 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4340,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-DC-AB,"YE-1201 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,3960,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-DC-SS,"YE-1201 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,3960,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-DC-BM,"YE-1201 - Lever handle with 8"" backplate double cylinder and lockbody",Black Matt,4340,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-BK-AB,"YE-1201 - Lever handle with 8"" backplate privacy cylinder & lockbody",Antique Brass,3960,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-BK-SS,"YE-1201 - Lever handle with 8"" backplate privacy cylinder & lockbody",Satin Steel,3960,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-BK-BM,"YE-1201 - Lever handle with 8"" backplate privacy cylinder & lockbody",Black Matt,4340,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-5P-BL-AB,"YE-1201 - Lever handle with 5"" backplate with baby latch",Antique Brass,2660,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-5P-BL-SS,"YE-1201 - Lever handle with 5"" backplate with baby latch",Satin Steel,2660,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-5P-BL-BM,"YE-1201 - Lever handle with 5"" backplate with baby latch",Black Matt,2920,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-TT-AB,YE-1201 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Antique Brass,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-TT-SS,YE-1201 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Satin Steel,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-TT-BM,YE-1201 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Black Matt,4480,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-DC-AB,YE-1201 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Antique Brass,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-DC-SS,YE-1201 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Satin Steel,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-DC-BM,YE-1201 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Black Matt,4480,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-BK-AB,YE-1201 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Antique Brass,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-BK-SS,YE-1201 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Satin Steel,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-BK-BM,YE-1201 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Black Matt,4480,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-BL-AB,YE-1201 - Lever handle on Rose with Baby Latch,Antique Brass,2660,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-BL-SS,YE-1201 - Lever handle on Rose with Baby Latch,Satin Steel,2660,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-OR-BL-BM,YE-1201 - Lever handle on Rose with Baby Latch,Black Matt,2920,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-6L-AB,"YE-1201 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Antique Brass,2660,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-6L-SS,"YE-1201 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Satin Steel,2660,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1201-8P-6L-BM,"YE-1201 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Black Matt,2920,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-10P-TT-AB,"YE-1202 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Antique Brass,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-10P-TT-SS,"YE-1202 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Satin Steel,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-10P-TT-BM,"YE-1202 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Black Matt,4640,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-10P-DC-AB,"YE-1202 - Lever handle with 10"" backplate double cylinder and lockbody",Antique Brass,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-10P-DC-SS,"YE-1202 - Lever handle with 10"" backplate double cylinder and lockbody",Satin Steel,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-10P-DC-BM,"YE-1202 - Lever handle with 10"" backplate double cylinder and lockbody",Black Matt,4640,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-TT-AB,"YE-1202 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Antique Brass,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-TT-SS,"YE-1202 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-TT-BM,"YE-1202 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4520,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-DC-AB,"YE-1202 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-DC-SS,"YE-1202 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-DC-BM,"YE-1202 - Lever handle with 8"" backplate double cylinder and lockbody",Black Matt,4520,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-BK-AB,"YE-1202 - Lever handle with 8"" backplate privacy cylinder & lockbody",Antique Brass,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-BK-SS,"YE-1202 - Lever handle with 8"" backplate privacy cylinder & lockbody",Satin Steel,4140,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-BK-BM,"YE-1202 - Lever handle with 8"" backplate privacy cylinder & lockbody",Black Matt,4520,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-5P-BL-AB,"YE-1202 - Lever handle with 5"" backplate with baby latch",Antique Brass,2800,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-5P-BL-SS,"YE-1202 - Lever handle with 5"" backplate with baby latch",Satin Steel,2800,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-5P-BL-BM,"YE-1202 - Lever handle with 5"" backplate with baby latch",Black Matt,3020,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-TT-AB,YE-1202 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Antique Brass,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-TT-SS,YE-1202 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Satin Steel,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-TT-BM,YE-1202 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Black Matt,4640,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-DC-AB,YE-1202 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Antique Brass,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-DC-SS,YE-1202 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Satin Steel,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-DC-BM,YE-1202 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Black Matt,4640,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-BK-AB,YE-1202 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Antique Brass,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-BK-SS,YE-1202 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Satin Steel,4300,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-BK-BM,YE-1202 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Black Matt,4640,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-BL-AB,YE-1202 - Lever handle on Rose with Baby Latch,Antique Brass,2800,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-BL-SS,YE-1202 - Lever handle on Rose with Baby Latch,Satin Steel,2800,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-OR-BL-BM,YE-1202 - Lever handle on Rose with Baby Latch,Black Matt,3020,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-6L-AB,"YE-1202 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Antique Brass,2800,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-6L-SS,"YE-1202 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Satin Steel,2800,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1202-8P-6L-BM,"YE-1202 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Black Matt,3020,INR,27,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-10P-TT-AB,"YE-1203 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Antique Brass,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-10P-TT-SS,"YE-1203 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Satin Steel,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-10P-TT-BM,"YE-1203 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Black Matt,4640,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-10P-DC-AB,"YE-1203 - Lever handle with 10"" backplate double cylinder and lockbody",Antique Brass,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-10P-DC-SS,"YE-1203 - Lever handle with 10"" backplate double cylinder and lockbody",Satin Steel,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-10P-DC-BM,"YE-1203 - Lever handle with 10"" backplate double cylinder and lockbody",Black Matt,4640,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-TT-AB,"YE-1203 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Antique Brass,4140,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-TT-SS,"YE-1203 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,4140,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-TT-BM,"YE-1203 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4520,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-DC-AB,"YE-1203 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,4140,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-DC-SS,"YE-1203 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,4140,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-DC-BM,"YE-1203 - Lever handle with 8"" backplate double cylinder and lockbody",Black Matt,4520,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-BK-AB,"YE-1203 - Lever handle with 8"" backplate privacy cylinder & lockbody",Antique Brass,4140,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-BK-SS,"YE-1203 - Lever handle with 8"" backplate privacy cylinder & lockbody",Satin Steel,4140,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-BK-BM,"YE-1203 - Lever handle with 8"" backplate privacy cylinder & lockbody",Black Matt,4520,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-5P-BL-AB,"YE-1203 - Lever handle with 5"" backplate with baby latch",Antique Brass,2800,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-5P-BL-SS,"YE-1203 - Lever handle with 5"" backplate with baby latch",Satin Steel,2800,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-5P-BL-BM,"YE-1203 - Lever handle with 5"" backplate with baby latch",Black Matt,3020,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-TT-AB,YE-1203 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Antique Brass,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-TT-SS,YE-1203 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Satin Steel,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-TT-BM,YE-1203 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Black Matt,4640,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-DC-AB,YE-1203 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Antique Brass,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-DC-SS,YE-1203 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Satin Steel,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-DC-BM,YE-1203 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Black Matt,4640,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-BK-AB,YE-1203 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Antique Brass,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-BK-SS,YE-1203 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Satin Steel,4300,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-BK-BM,YE-1203 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Black Matt,4640,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-BL-AB,YE-1203 - Lever handle on Rose with Baby Latch,Antique Brass,2800,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-BL-SS,YE-1203 - Lever handle on Rose with Baby Latch,Satin Steel,2800,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-OR-BL-BM,YE-1203 - Lever handle on Rose with Baby Latch,Black Matt,3020,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-6L-AB,"YE-1203 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Antique Brass,2800,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-6L-SS,"YE-1203 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Satin Steel,2800,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1203-8P-6L-BM,"YE-1203 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Black Matt,3020,INR,28,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),60MM-SN-DK-S,Euro Profile Double Cylinder 60MM (Computerised Keys),Satin Nickel,1400,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),60MM-AB-DK-S,Euro Profile Double Cylinder 60MM (Computerised Keys),Antique Brass,1480,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),60MM-PBM-DK-S,Euro Profile Double Cylinder 60MM (Computerised Keys),Black Matt PVD,1900,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),60MM-PRG-DK-S,Euro Profile Double Cylinder 60MM (Computerised Keys),Rose Gold PVD,1980,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),70MM-SN-DK-S,Euro Profile Double Cylinder 70MM (Computerised Keys),Satin Nickel,1560,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),70MM-AB-DK-S,Euro Profile Double Cylinder 70MM (Computerised Keys),Antique Brass,1580,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),70MM-PBM-DK-S,Euro Profile Double Cylinder 70MM (Computerised Keys),Black Matt PVD,2080,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),70MM-PRG-DK-S,Euro Profile Double Cylinder 70MM (Computerised Keys),Rose Gold PVD,2080,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
Yale,Euro Profile Cylinders,Double Cylinders (Computerised Keys),80MM-SN-DK-S,Euro Profile Double Cylinder 80MM (Computerised Keys),Satin Nickel,1740,INR,28,HIGH,Source prints one code with a placeholder ('(XX)'/'(YY)') substituted by a finish-column code; substituted code/finish reconstructed here from the printed legend.
